"id";"page";"french";"german";"english";"description";"category";"difficulty";"learned"
"1135";"162";"Tuyau PB";"PB-Rohr";"PB pipe";;"Werkstofftechnik";;
"1145";"162";"Tuyau en PE";"PE-Rohr";"PE pipe";;"Werkstofftechnik";;
"1213";"162";"Tuyau en PVC";"PVC-Rohr";"PVC pipe";;"Werkstofftechnik";;
"601";"163";"Tube en verre";"Glasrohr";"Glass pipe";;"Werkstofftechnik";;
"783";"163";"Tuyau KG";"KG-Rohr";"KG pipe";;"Werkstofftechnik";;
"1185";"163";"Tuyau en PP, renforcé de minéraux";"PP-Rohr, mineralverstärkt";"PP pipe, mineral-reinforced";;"Werkstofftechnik";;
"1184";"163";"Tuyau en PP (HT), résistant aux hautes températures";"PP-Rohr (HT), hoch temperaturbeständig";"PP pipe (HT), high-temperature resistant";;"Werkstofftechnik";;
"1607";"163";"Tuyau en grès";"Steinzeugrohr";"Stoneware pipe";;"Werkstofftechnik";;
"72";"164";"Tôle d'aluminium";"Aluminiumblech";"Aluminum sheet";;"Werkstofftechnik";;
"432";"164";"Tôle fine";"Feinblech";"Thin sheet metal";;"Werkstofftechnik";;
"1568";"164";"Tôle d'acier galvanisée";"Stahlblech, verzinkt";"Galvanized steel sheet";;"Werkstofftechnik";;
"940";"165";"Tôle perforée";"Lochblech";"Perforated sheet";;"Werkstofftechnik";;
"203";"165";"Tôle texturée";"Blech, strukturiert";"Textured sheet metal";;"Werkstofftechnik";;
"1256";"165";"Tôle striée";"Riffelblech";"Checker plate";;"Werkstofftechnik";;
"1567";"165";"Bande d'acier";"Stahlband";"Steel strip";;"Werkstofftechnik";;
"285";"166";"Fil métallique";"Draht";"Wire";;"Werkstofftechnik";;
"286";"166";"Câble métallique";"Drahtseil";"Wire rope";;"Werkstofftechnik";;
"936";"166";"Toron";"Litze";"Strand";;"Werkstofftechnik";;
"937";"166";"Insert toronné";"Litzeneinlage";"Strand insert";;"Werkstofftechnik";;
"1470";"166";"Corde";"Seil";"Rope";;"Werkstofftechnik";;
"1471";"166";"renfort de câble";"Seileinlage";"Rope insert";;"Werkstofftechnik";;
"1570";"166";"Fil d'acier";"Stahldraht";"Steel wire";;"Werkstofftechnik";;
"826";"167";"Point de contact";"Kontaktstelle";"Contact point";;"Werkstofftechnik";;
"1526";"167";"Série de tensions, électrochimique";"Spannungsreihe, elektrochemisch";"Voltage series, electrochemical";;"Werkstofftechnik";;
"1947";"167";"de plus en plus raffiné";"zunehmend edel";"increasingly noble";;"Werkstofftechnik";;
"1948";"167";"de moins en moins noble";"zunehmend unedel";"increasingly base";;"Werkstofftechnik";;
"1576";"167";"Tube en acier, corrodé";"Stahlrohr,korrodiert";"Steel pipe, corroded";;"Werkstofftechnik";;
"1579";"167";"Collier en acier, galvanisé";"Stahlschelle,verzinkt";"Steel clamp, galvanized";;"Werkstofftechnik";;
"338";"168";"noble";"edel";"noble";;"Werkstofftechnik";;
"1734";"168";"non précieux";"unedel";"non-noble";;"Werkstofftechnik";;
"1924";"168";"Zinc-lon";"Zink-lon";"Zinc-lon";;"Werkstofftechnik";;
"380";"168";"électron";"Elektron";"Electron";;"Werkstofftechnik";;
"90";"168";"Anode";"Anode";"Anode";;"Werkstofftechnik";;
"386";"168";"Élément, galvanique";"Element,galvanisch";"Element, galvanic";;"Werkstofftechnik";;
"368";"169";"Oxyde de fer";"Eisenoxid";"Iron oxide";;"Werkstofftechnik";;
"972";"169";"Oxygène atmosphérique";"Luftsauerstoff";"Atmospheric oxygen";;"Werkstofftechnik";;
"1099";"169";"Corrosion de surface";"Oberflächenkorrosion";"Surface corrosion";;"Werkstofftechnik";;
"1305";"169";"Grille";"Rost";"Rust";;"Werkstofftechnik";;
"1842";"169";"Alimentation en chaleur";"Wärmezufuhr";"Heat input";;"Werkstofftechnik";;
"1873";"169";"Matériau avec couche d'oxyde";"Werkstoff mit Oxidschicht";"Material with an oxide layer";;"Werkstofftechnik";;
"1874";"169";"Matériau sans couche d'oxyde";"Werkstoff ohne Oxidschicht";"Material without an oxide layer";;"Werkstofftechnik";;
"456";"170";"Surface";"Fläche";"Surface";;"Werkstofftechnik";;
"838";"170";"Dégâts dus à la corrosion";"Korrosionsschaden";"Corrosion damage";;"Werkstofftechnik";;
"886";"170";"Oxyde de cuivre";"Kupferoxid";"Copper oxide";;"Werkstofftechnik";;
"889";"170";"Patine de cuivre";"Kupferpatina";"Copper patina";;"Werkstofftechnik";;
"938";"170";"Trou";"Loch";"Hole";;"Werkstofftechnik";;
"1051";"170";"Cuvette";"Mulde";"Depression";;"Werkstofftechnik";;
"373";"170";"Corindon électrique";"Elektrokorund";"Electrocorundum";;"Werkstofftechnik";;
"1262";"170";"Fissure";"Riss";"Crack";;"Werkstofftechnik";;
"1925";"170";"Oxyde de zinc";"Zinkoxid";"Zinc oxide";;"Werkstofftechnik";;
"1926";"170";"Patine de zinc";"Zinkpatina";"Zinc patina";;"Werkstofftechnik";;
"1443";"170";"Couche de protection";"Schutzschicht";"Protective layer";;"Werkstofftechnik";;
"319";"171";"perméable";"durchlässig";"Permeable";;"Werkstofftechnik";;
"39";"171";"Usure uniforme";"Abtrag, gleichmäßig";"Abrasion, uniform";;"Werkstofftechnik";;
"366";"171";"Fer-lon";"Eisen-lon";"Iron ions";;"Werkstofftechnik";;
"458";"171";"Corrosion de surface, uniforme";"Flächenkorrosion, gleichmäßig";"Surface corrosion, uniform";;"Werkstofftechnik";;
"1052";"171";"Corrosion en cuvette, irrégulière";"Muldenkorrosion, ungleichmäßig";"Pitting corrosion, uneven";;"Werkstofftechnik";;
"1372";"171";"Couche, poreuse";"Schicht, porös";"Layer, porous";;"Werkstofftechnik";;
"1876";"171";"Structure du matériau";"Werkstoffgefüge";"Material structure";;"Werkstofftechnik";;
"1128";"171";"Couche d'oxyde";"Oxidschicht";"Oxide layer";;"Werkstofftechnik";;
"67";"172";"Rivet en aluminium";"Al-Niet";"Al rivet";;"Werkstofftechnik";;
"175";"172";"Corrosion par contact";"Berührungskorrosion";"Contact corrosion";;"Werkstofftechnik";;
"258";"172";"Tôle de cuivre";"Cu-Blech";"Copper sheet";;"Werkstofftechnik";;
"260";"172";"Structure CuZn";"CuZn-Gefüge";"CuZn structure";;"Werkstofftechnik";;
"404";"172";"Dézincification";"Entzinkung";"Dezincification";;"Werkstofftechnik";;
"825";"172";"Corrosion de contact";"Kontaktkorrosion";"Contact corrosion";;"Werkstofftechnik";;
"259";"172";"Structure en cuivre, poreuse";"Cu-Gefüge, porös";"Cu structure, porous";;"Werkstofftechnik";;
"834";"172";"Attaque par la corrosion, accrue";"Korrosionsangriff, erhöht";"Increased corrosion attack";;"Werkstofftechnik";;
"1514";"172";"Corrosion par fissuration et par aération";"Spalt- und Belüftungskorrosion";"Crevice and aeration corrosion";;"Werkstofftechnik";;
"1127";"172";"Oxyde";"Oxid";"Oxide";;"Werkstofftechnik";;
"411";"173";"Corrosion par érosion";"Erosionskorrosion";"Erosion corrosion";;"Werkstofftechnik";;
"836";"173";"Trou de corrosion";"Korrosionsloch";"Corrosion pit";;"Werkstofftechnik";;
"941";"173";"Corrosion par piqûres";"Lochfraß";"Pitting";;"Werkstofftechnik";;
"392";"173";"ébavuré";"entgratet";"Deburred";;"Werkstofftechnik";;
"837";"173";"creux de corrosion";"Korrosionsmulde";"Corrosion pit";;"Werkstofftechnik";;
"841";"173";"Évolution de la corrosion";"Korrosionsverlauf";"Corrosion progression";;"Werkstofftechnik";;
"942";"173";"Corrosion perforante";"Lochkorrosion";"Pitting corrosion";;"Werkstofftechnik";;
"1520";"173";"Corrosion sous contrainte et sous vibration";"Spannungs- und Schwingungsrisskorrosion";"Stress and vibration-induced corrosion";;"Werkstofftechnik";;
"1527";"173";"Fissure de contrainte dans un tuyau en cuivre";"Spannungsriss im Kupferrohr";"Stress crack in a copper pipe";;"Werkstofftechnik";;
"866";"174";"Insert en plastique ou en caoutchouc";"Kunststoff- oder Gummieinlage";"Plastic or rubber insert";;"Werkstofftechnik";;
"931";"174";"Pose de câbles, dans les règles de l'art";"Leitungsverlegung, fachgerecht";"Proper pipe installation";;"Werkstofftechnik";;
"532";"174";"Conduite de gaz passant par-dessus une conduite d'eau potable";"Gasleitung über Trinkwasserleitung";"Gas line above drinking water line";;"Werkstofftechnik";;
"1271";"174";"Fixation de tuyaux, dans les règles de l'art";"Rohrbefestigung, fachgerecht";"Proper pipe fastening";;"Werkstofftechnik";;
"1701";"174";"Conduite d'eau potable sous la conduite de gaz";"Trinkwasserleitung unter Gasleitung";"Drinking water line below gas line";;"Werkstofftechnik";;
"870";"175";"Manchon en plastique";"Kunststoffhülse";"Plastic sleeve";;"Werkstofftechnik";;
"873";"175";"Rondelle en plastique";"Kunststoffscheibe";"Plastic washer";;"Werkstofftechnik";;
"1569";"175";"Tuyau de puits en acier";"Stahl-Brunnenrohr";"Steel well pipe";;"Werkstofftechnik";;
"1123";"175";"Anode sacrificielle";"Opferanode";"Sacrificial anode";;"Werkstofftechnik";;
"70";"176";"Aluminium anodisé";"Aluminium, eloxiert";"Aluminum, anodized";;"Werkstofftechnik";;
"77";"176";"Pâte d'aluminium";"Aluminiumpaste";"Aluminum paste";;"Werkstofftechnik";;
"348";"176";"Lubrification";"Einölen";"Oiling";;"Werkstofftechnik";;
"840";"176";"Huile anticorrosion";"Korrosionsschutzöl";"Corrosion protection oil";;"Werkstofftechnik";;
"888";"176";"Pâte de cuivre";"Kupferpaste";"Copper paste";;"Werkstofftechnik";;
"344";"176";"Graissage";"Einfetten";"Greasing";;"Werkstofftechnik";;
"1098";"176";"Traitement de surface, chimique";"Oberflächenbehandlung, chemisch";"Surface treatment, chemical";;"Werkstofftechnik";;
"423";"177";"Peinture";"Farbanstrich";"Paint coating";;"Werkstofftechnik";;
"839";"177";"Peinture anticorrosion";"Korrosionsschutzanstrich";"Anti-corrosion coating";;"Werkstofftechnik";;
"869";"177";"Revêtement en plastique";"Kunststoffauskleidung";"Plastic lining";;"Werkstofftechnik";;
"875";"177";"Revêtement en plastique";"Kunststoffüberzug";"Plastic coating";;"Werkstofftechnik";;
"1023";"177";"Vernis de protection pour métal";"Metallschutzlack";"Metal protective coating";;"Werkstofftechnik";;
"289";"177";"Fraise rotative";"Drehmeißel";"Turning tool";;"Werkstofftechnik";;
"257";"182";"Pince à sertir";"Crimpzange";"Crimping pliers";;"Elektrotechnik";;
"753";"182";"Couteau à câble";"Kabelmesser";"Cable knife";;"Elektrotechnik";;
"953";"182";"Fer à souder";"Lötkolben";"Soldering iron";;"Elektrotechnik";;
"1191";"182";"Outil de sertissage";"Presswerkzeug";"Crimping tool";;"Elektrotechnik";;
"1201";"182";"Scie PUK";"PUK-Säge";"PUK saw";;"Elektrotechnik";;
"1650";"182";"Scie de poche";"Taschensäge";"Pocket saw";;"Elektrotechnik";;
"11";"183";"Pince à dénuder";"Abisolierzange";"Wire stripper";;"Elektrotechnik";;
"754";"183";"Cisaille à câble";"Kabelschere";"Wire cutters";;"Elektrotechnik";;
"845";"183";"Pince coupante à force";"Kraft-Seitenschneider";"Heavy-duty side cutters";;"Elektrotechnik";;
"1548";"183";"Pince à becs pointus";"Spitzzange";"Needle-nose pliers";;"Elektrotechnik";;
"1418";"183";"Tournevis isolé";"Schraubendreher mit Isolierung";"Insulated screwdriver";;"Elektrotechnik";;
"1474";"183";"Pince coupante";"Seitenschneider";"Side cutters";;"Elektrotechnik";;
"1154";"183";"Testeur de phase";"Phasenprüfer";"Phase tester";;"Elektrotechnik";;
"115";"184";"Atome";"Atom";"Atom";;"Elektrotechnik";;
"116";"184";"Enveloppe atomique";"Atomhülle";"Atomic shell";;"Elektrotechnik";;
"117";"184";"Noyau atomique";"Atomkern";"Atomic nucleus";;"Elektrotechnik";;
"741";"184";"lon";"lon";"ion";;"Elektrotechnik";;
"1077";"184";"neutron";"Neutron";"Neutron";;"Elektrotechnik";;
"742";"184";"lon, chargé positivement une fois";"lon, 1-fach positiv geladen";"ion, with a single positive charge";;"Elektrotechnik";;
"743";"184";"lon, chargé deux fois négativement";"lon, 2-fach negativ geladen";"ion, negatively charged (2x)";;"Elektrotechnik";;
"1198";"184";"Proton";"Proton";"Proton";;"Elektrotechnik";;
"933";"185";"Éclairage";"Licht";"Light";;"Elektrotechnik";;
"988";"185";"Train à sustentation magnétique";"Magnetschwebebahn";"Maglev";;"Elektrotechnik";;
"1904";"185";"Effet optique";"Wirkung, optisch";"Effect, optical";;"Elektrotechnik";;
"1831";"185";"Chaleur";"Wärme";"Heat";;"Elektrotechnik";;
"1903";"185";"Effet magnétique";"Wirkung, magnetisch";"Effect, magnetic";;"Elektrotechnik";;
"1906";"185";"Effet thermique";"Wirkung, thermisch";"Effect, thermal";;"Elektrotechnik";;
"376";"186";"Électrolyse";"Elektrolyse";"Electrolysis";;"Elektrotechnik";;
"378";"186";"Membrane électrolytique";"Elektrolyt-Membran";"Electrolyte membrane";;"Elektrotechnik";;
"769";"186";"Cathode 168,";"Katode 168,";"Cathode 168,";;"Elektrotechnik";;
"1858";"186";"Hydrogène";"Wasserstoff";"Hydrogen";;"Elektrotechnik";;
"1902";"186";"Effet chimique";"Wirkung, chemisch";"Effect, chemical";;"Elektrotechnik";;
"604";"186";"Courant continu";"Gleichstrom";"Direct current";;"Elektrotechnik";;
"384";"187";"déficit en électrons";"Elektronenmangel";"Electron deficiency";;"Elektrotechnik";;
"385";"187";"excès d'électrons";"Elektronenüberschuss";"Excess of electrons";;"Elektrotechnik";;
"603";"187";"Tension continue";"Gleichspannung";"Direct voltage";;"Elektrotechnik";;
"1846";"187";"Avertissement concernant la tension électrique";"Warnung vor elektrischer Spannung";"Warning of electrical voltage";;"Elektrotechnik";;
"1865";"187";"Tension alternative";"Wechselspannung";"AC voltage";;"Elektrotechnik";;
"1905";"187";"Effet physiologique";"Wirkung, physiologisch";"Effect, physiological";;"Elektrotechnik";;
"1920";"187";"Temps t en secondes";"Zeit t in Sekunden";"Time t in seconds";;"Elektrotechnik";;
"1518";"187";"Tension U";"Spannung U";"Voltage U";;"Elektrotechnik";;
"184";"188";"Matériel électrique";"Betriebsmittel, elektrisch";"Electrical equipment";;"Elektrotechnik";;
"383";"188";"flux d'électrons";"Elektronenfluss";"Electron flow";;"Elektrotechnik";;
"697";"188";"Panneau indicateur";"Hinleiter";"Anterior branch";;"Elektrotechnik";;
"902";"188";"équilibrage de charge";"Ladungsausgleich";"Charge balancing";;"Elektrotechnik";;
"1638";"188";"Sens du courant, technique";"Stromrichtung, technisch";"Current direction, technical";;"Elektrotechnik";;
"1640";"188";"Intensité du courant, électrique";"Stromstärke, elektrisch";"Current, electrical";;"Elektrotechnik";;
"1318";"188";"Conducteur de retour";"Rückleiter";"Return conductor";;"Elektrotechnik";;
"1632";"188";"Courant";"Strom";"Current";;"Elektrotechnik";;
"1633";"188";"Débit";"Stromfluss";"Current flow";;"Elektrotechnik";;
"1525";"188";"Source de tension";"Spannungsquelle";"Voltage source";;"Elektrotechnik";;
"83";"189";"amplitude";"Amplitude";"Amplitude";;"Elektrotechnik";;
"292";"189";"Courant triphasé";"Drehstrom";"Three-phase current";;"Elektrotechnik";;
"299";"189";"Courant alternatif triphasé";"Dreiphasen-Wechselstrom";"Three-phase alternating current";;"Elektrotechnik";;
"1144";"189";"Période";"Periode";"Period";;"Elektrotechnik";;
"1782";"189";"Profil sinusoïdal";"Verlauf, sinusförmig";"Waveform, sinusoidal";;"Elektrotechnik";;
"1866";"189";"Courant alternatif";"Wechselstrom";"Alternating current";;"Elektrotechnik";;
"1639";"189";"Intensité du courant |";"Stromstärke |";"Current |";;"Elektrotechnik";;
"1153";"189";"Phase";"Phase";"Phase";;"Elektrotechnik";;
"497";"190";"Date externe";"Fremdatom";"External clock";;"Elektrotechnik";;
"922";"190";"Longueur du conducteur";"Leiterlänge";"Conductor length";;"Elektrotechnik";;
"924";"190";"Section du conducteur";"Leiterquerschnitt";"Conductor cross-sectional area";;"Elektrotechnik";;
"1106";"190";"Loi d'Ohm";"Ohmsche Gesetz";"Ohm's Law";;"Elektrotechnik";;
"381";"190";"Électron libre";"Elektron, frei beweglich";"Electron, freely moving";;"Elektrotechnik";;
"1021";"190";"Lon métallique";"Metall-lon";"Metal ion";;"Elektrotechnik";;
"1754";"190";"Triangle U-R-I";"U-R-I-Dreieck";"U-R-I triangle";;"Elektrotechnik";;
"1889";"190";"Résistance électrique";"Widerstand, elektrisch";"Electrical resistance";;"Elektrotechnik";;
"1891";"191";"Courbe caractéristique de résistance";"Widerstandskennlinie";"Resistance characteristic curve";;"Elektrotechnik";;
"1651";"192";"Tension partielle U";"Teilspannung U";"Partial voltage U";;"Elektrotechnik";;
"567";"192";"Tension totale U";"Gesamtspannung U";"Total voltage U";;"Elektrotechnik";;
"568";"192";"Intensité totale |";"Gesamtstromstärke |";"Total current |";;"Elektrotechnik";;
"1246";"192";"Montage en série";"Reihenschaltung";"Series connection";;"Elektrotechnik";;
"1652";"193";"Intensité partielle |";"Teilstromstärke |";"Partial current |";;"Elektrotechnik";;
"1131";"193";"Montage en parallèle";"Parallelschaltung";"Parallel connection";;"Elektrotechnik";;
"10";"194";"déroulé";"abgewickelt";"unwound";;"Elektrotechnik";;
"122";"194";"enroulé";"aufgewickelt";"wound";;"Elektrotechnik";;
"918";"194";"Puissance électrique";"Leistung, elektrisch";"Electrical power";;"Elektrotechnik";;
"755";"194";"Enrouleur de câble";"Kabeltrommel";"Cable drum";;"Elektrotechnik";;
"1707";"194";"Plaque signalétique d'une perceuse à main";"Typenschild einer Handbohrmaschine";"Nameplate of a hand drill";;"Elektrotechnik";;
"1708";"194";"Plaque signalétique d'un enrouleur de câble";"Typenschild einer Kabeltrommel";"Nameplate of a cable reel";;"Elektrotechnik";;
"1863";"194";"Watt (W), unité";"Watt (W), Einheit";"Watt (W), unit";;"Elektrotechnik";;
"104";"195";"Travail, électrique";"Arbeit, elektrisch";"Work, electrical";;"Elektrotechnik";;
"784";"195";"Kilowattheure (kWh), unité";"Kilowattstunde (kWh), Einheit";"Kilowatt-hour (kWh), unit";;"Elektrotechnik";;
"1644";"195";"Compteur de courant";"Stromzähler";"Electricity meter";;"Elektrotechnik";;
"467";"196";"Goupille plate";"Flachstecker";"Flat plug";;"Elektrotechnik";;
"1429";"196";"fiche Schuko";"Schuko-Stecker";"Schuko plug";;"Elektrotechnik";;
"1436";"196";"Classe de protection";"Schutzklasse";"Protection class";;"Elektrotechnik";;
"1438";"196";"Prise de terre";"Schutzkontakt";"Protective contact";;"Elektrotechnik";;
"1428";"197";"Multiprise Schuko";"Schuko-Steckdosenleiste";"Schuko power strip";;"Elektrotechnik";;
"1592";"197";"Prise pour fiche plate";"Steckdose für Flachstecker";"Outlet for flat plugs";;"Elektrotechnik";;
"1593";"197";"Fiche";"Stecker";"Plug";;"Elektrotechnik";;
"254";"198";"Prise CEE";"CEE-Steckdose";"CEE socket";;"Elektrotechnik";;
"298";"198";"Tension alternative triphasée";"Dreiphasen-Wechselspannung";"Three-phase AC voltage";;"Elektrotechnik";;
"300";"198";"3 pôles";"3-polig";"3-pole";;"Elektrotechnik";;
"349";"198";"Tension alternative monophasée";"Einphasen-Wechselspannung";"Single-phase AC voltage";;"Elektrotechnik";;
"255";"198";"Fiche CEE, 5 broches";"CEE-Stecker, 5-polig";"CEE plug, 5-pin";;"Elektrotechnik";;
"1070";"198";"Réseau, 230 V";"Netz, 230 V";"Mains, 230 V";;"Elektrotechnik";;
"1071";"198";"Réseau, 400 V";"Netz, 400 V";"Mains, 400 V";;"Elektrotechnik";;
"1427";"198";"Prise Schuko";"Schuko-Steckdose";"Schuko outlet";;"Elektrotechnik";;
"1585";"198";"Courant fort";"Starkstrom";"High-voltage current";;"Elektrotechnik";;
"296";"199";"3 fils";"3-adrig";"3-wire";;"Elektrotechnik";;
"508";"199";"5 fils";"5-adrig";"5-wire";;"Elektrotechnik";;
"748";"199";"Gaine isolante";"Isolierhülle";"Insulation";;"Elektrotechnik";;
"752";"199";"Câble isolé";"Kabel, isoliert";"Insulated cable";;"Elektrotechnik";;
"885";"199";"Toron de cuivre";"Kupferlitze";"Copper stranded wire";;"Elektrotechnik";;
"992";"199";"Câble sous gaine";"Mantelleitung";"Sheathed cable";;"Elektrotechnik";;
"1076";"199";"Conducteur neutre";"Neutralleiter";"Neutral conductor";;"Elektrotechnik";;
"1094";"199";"conducteur neutre";"Nullleiter";"Neutral conductor";;"Elektrotechnik";;
"921";"199";"Conducteur, sous tension";"Leiter, stromführend";"Conductor, live";;"Elektrotechnik";;
"925";"199";"Câble, électrique";"Leitung, elektrisch";"Electrical cable";;"Elektrotechnik";;
"57";"200";"Batterie";"Akku";"Rechargeable battery";;"Elektrotechnik";;
"60";"200";"Perceuse sans fil";"Akku-Bohrmaschine";"Cordless drill";;"Elektrotechnik";;
"62";"200";"Accumulateur";"Akkumulator";"Rechargeable battery";;"Elektrotechnik";;
"168";"200";"Batterie";"Batterie";"Battery";;"Elektrotechnik";;
"382";"200";"flux d'électrons";"Elektronenfluss";"Electron flow";;"Elektrotechnik";;
"1065";"200";"Sodium";"Natrium";"Sodium";;"Elektrotechnik";;
"336";"201";"Dynamo";"Dynamo";"Dynamo";;"Elektrotechnik";;
"367";"201";"Noyau en fer";"Eisenkern";"Iron core";;"Elektrotechnik";;
"558";"201";"Générateur mobile";"Generator, mobil";"Generator, portable";;"Elektrotechnik";;
"559";"201";"Principe du générateur";"Generatorprinzip";"Generator principle";;"Elektrotechnik";;
"985";"201";"Aimant";"Magnet";"Magnet";;"Elektrotechnik";;
"1194";"201";"Bobine primaire";"Primärspule";"Primary coil";;"Elektrotechnik";;
"1689";"201";"Principe du transformateur";"Transformatorprinzip";"Transformer principle";;"Elektrotechnik";;
"1459";"201";"Transformateur de soudage";"Schweißtransformator";"Welding transformer";;"Elektrotechnik";;
"1476";"201";"Bobine secondaire";"Sekundärspule";"Secondary coil";;"Elektrotechnik";;
"1512";"201";"Cellule solaire";"Solarzelle";"Solar cell";;"Elektrotechnik";;
"1555";"201";"Bobine";"Spule";"Coil";;"Elektrotechnik";;
"291";"202";"Commutateur rotatif";"Drehschalter";"Rotary switch";;"Elektrotechnik";;
"431";"202";"Disjoncteur différentiel";"Fehlerstromschutzschalter";"Ground fault circuit interrupter";;"Elektrotechnik";;
"787";"202";"Interrupteur à bascule";"Kippschalter";"Toggle switch";;"Elektrotechnik";;
"1047";"202";"Disjoncteur de protection du moteur";"Motorschutzschalter";"Motor protection switch";;"Elektrotechnik";;
"1089";"202";"Interrupteur d'arrêt d'urgence";"Not-Aus-Schalter";"Emergency stop switch";;"Elektrotechnik";;
"1901";"202";"Interrupteur à bascule";"Wippschalter";"Rocker switch";;"Elektrotechnik";;
"451";"202";"Disjoncteur différentiel";"FI-Schutzschalter";"Residual current circuit breaker";;"Elektrotechnik";;
"1442";"202";"Disjoncteur différentiel";"Schutzschalter,FI";"Circuit breaker, RCD";;"Elektrotechnik";;
"657";"203";"Installation de dérivation domestique";"Hausabnehmeranlage";"Household power distribution system";;"Elektrotechnik";;
"433";"203";"Fusible de faible intensité";"Feinsicherung";"Micro fuse";;"Elektrotechnik";;
"1486";"203";"Disjoncteur";"Sicherungsautomat";"Circuit breaker";;"Elektrotechnik";;
"1440";"203";"Relais de protection";"Schutzrelais";"Protective relay";;"Elektrotechnik";;
"1491";"203";"Boîtier de sécurité";"Sicherungskasten";"Fuse box";;"Elektrotechnik";;
"1749";"203";"Répartiteur secondaire";"Unterverteiler";"Subdistribution panel";;"Elektrotechnik";;
"1485";"203";"Fusible";"Sicherung";"Fuse";;"Elektrotechnik";;
"928";"204";"Disjoncteur de protection de ligne";"Leitungsschutzschalter";"Circuit breaker";;"Elektrotechnik";;
"1072";"204";"Raccordement au réseau";"Netzanschluss";"Mains connection";;"Elektrotechnik";;
"1200";"204";"Bouton de test";"Prüftaste";"Test button";;"Elektrotechnik";;
"1232";"204";"Dispositif de protection contre les courants de fuite (RCD)";"RCD-Fehlerstromschutzeinrichtung";"RCD (residual current device)";;"Elektrotechnik";;
"1385";"204";"Fusible";"Schmelzsicherung";"Fuse";;"Elektrotechnik";;
"1774";"204";"Raccordement du consommateur";"Verbraucheranschluss";"Load connection";;"Elektrotechnik";;
"276";"205";"Dipôle";"Dipol";"Dipole";;"Elektrotechnik";;
"1523";"205";"Testeur de tension, unipolaire";"Spannungsprüfer, einpolig";"Voltage tester, single-pole";;"Elektrotechnik";;
"1524";"205";"Testeur de tension, bipolaire";"Spannungsprüfer, zweipolig";"Voltage tester, two-pole";;"Elektrotechnik";;
"1917";"205";"Ampèremètre à pince";"Zangenstrommessgerät";"Clamp-on current meter";;"Elektrotechnik";;
"1636";"205";"Pince ampèremétrique";"Strommesszange";"Clamp-on current meter";;"Elektrotechnik";;
"1794";"205";"Appareil de mesure multiple, analogique";"Vielfachmessgerät, analog";"Analog multimeter";;"Elektrotechnik";;
"1053";"205";"Multimètre";"Multimeter";"Multimeter";;"Elektrotechnik";;
"275";"206";"numérique";"digital";"digital";;"Elektrotechnik";;
"278";"206";"Écran";"Display";"Display";;"Elektrotechnik";;
"509";"206";"Sélecteur de fonction et de plage de mesure";"Funktions- und Messbereichswählschalter";"Function and range selector switch";;"Elektrotechnik";;
"1027";"206";"Prise de pôle négatif";"Minuspol-Buchse";"Negative terminal jack";;"Elektrotechnik";;
"1163";"206";"Prise de pôle positif";"Pluspol-Buchse";"Positive terminal jack";;"Elektrotechnik";;
"1793";"206";"Compteur multiple";"Vielfachmessgerät";"Multifunction meter";;"Elektrotechnik";;
"293";"207";"Compteur de courant triphasé";"Drehstromzähler";"Three-phase meter";;"Elektrotechnik";;
"1126";"207";"Oscilloscope";"Oszilloskop";"Oscilloscope";;"Elektrotechnik";;
"1867";"207";"Compteur de courant alternatif";"Wechselstromzähler";"AC meter";;"Elektrotechnik";;
"1909";"207";"Disque de comptage";"Zählscheibe";"Counting disc";;"Elektrotechnik";;
"1910";"207";"Compteur";"Zählwerk";"Counter";;"Elektrotechnik";;
"1641";"208";"Mesure de l'intensité";"Stromstärkemessung";"Current measurement";;"Elektrotechnik";;
"1522";"208";"Mesure de tension";"Spannungsmessung";"Voltage measurement";;"Elektrotechnik";;
"1635";"208";"Mesure du courant";"Strommessung";"Current measurement";;"Elektrotechnik";;
"1637";"208";"Source de courant";"Stromquelle";"Current source";;"Elektrotechnik";;
"1894";"209";"Mesure de résistance";"Widerstandsmessung";"Resistance measurement";;"Elektrotechnik";;
"996";"211";"Dimensions en cm";"Maße in cm";"Dimensions in cm";;"Elektrotechnik";;
"1445";"211";"Zones de protection ; tous les consommables sont autorisés en dehors de ces zones";"Schutzzonen, außerhalb alle Verbrauchsmittel erlaubt";"Protection zones; all consumables permitted outside these zones";;"Elektrotechnik";;
"1432";"211";"Zone de protection";"Schutzbereich";"Protection area";;"Elektrotechnik";;
"1852";"211";"Chauffe-eau électrique";"Wassererwärmer, elektrisch";"Electric water heater";;"Elektrotechnik";;
"1102";"211";"Niveau supérieur du sol fini (OKFF)";"Oberkante Fertig-Fußboden (OKFF)";"Top edge of finished floor (TEFF)";;"Elektrotechnik";;
"99";"212";"Antenne";"Antenne";"Antenna";;"Elektrotechnik";;
"436";"212";"Installation de télécommunication";"Fernmeldeanlage";"Telecommunications system";;"Elektrotechnik";;
"507";"212";"Fondation";"Fundament";"Foundation";;"Elektrotechnik";;
"683";"212";"Conduite de chauffage";"Heizungsrohr";"Heating pipe";;"Elektrotechnik";;
"1179";"212";"Conducteur d'équilibrage de potentiel";"Potentialausgleichsleiter";"Equipotential bonding conductor";;"Elektrotechnik";;
"212";"212";"Protection contre la foudre";"Blitzschutz";"Lightning protection";;"Elektrotechnik";;
